,title,budget,revenue,runtime,movie_id,genre
4450,Emo the Musical,0,0,94,402362,"Romance,Music,Comedy,"
4451,Empire of Scents,0,0,84,333480,"Documentary,"
4452,Employee of the Month,0,0,98,11413,"Action,Comedy,"
4453,Encounter: The Killing,0,0,0,310905,
4454,End of Watch,7000000,48126384,109,77016,"Crime,Drama,Thriller,"
4455,Enemy,0,3396726,91,181886,"Thriller,Mystery,"
4456,Enlighten Us,0,0,93,390403,"Documentary,"
4457,Entanglement,0,0,85,456022,"Comedy,Drama,Romance,"
4458,Enter the Dragon,10000000,21485066,102,9461,"Action,"
4459,Equals,16000000,2084628,102,301875,"Drama,Romance,Science Fiction,"
4460,Equilibrium,20000000,5359645,107,7299,"Action,Science Fiction,Thriller,"
4461,"Escape from the ""Liberty"" Cinema",0,0,92,176032,"Drama,"
4462,Esperando La Carroza,0,0,87,13651,"Comedy,"
4463,Estar o no estar,0,0,100,317945,"Drama,Romance,"
4464,Ethirmarai,0,0,0,518524,
4465,Euphoria,0,0,104,407440,"Drama,"
4466,Evan Almighty,175000000,174440724,96,2698,"Fantasy,Comedy,Family,"
4467,Event Horizon,60000000,26673242,96,8413,"Horror,Science Fiction,Mystery,"
4468,Every Time I Die,0,0,98,612571,"Thriller,"
4469,Everybody Knows,0,0,60,390775,"Documentary,"
4470,Evolution,0,26654184,98,571891,"Animation,Adventure,Fantasy,Action,Family,"
4471,Ex Machina,15000000,36869414,108,264660,"Drama,Science Fiction,"
4472,Executive Decision,55000000,121969216,133,2320,"Action,Adventure,Drama,Thriller,"
4473,Exit Afghanistan,0,0,47,559049,
4474,Exit Strategy,0,0,76,84262,"Comedy,Romance,"
4475,Exit Wounds,50000000,79958599,101,10877,"Action,Crime,Thriller,"
4476,Expo,0,0,80,627122,"Action,Crime,Drama,"
4477,Eyyvah Eyyvah,,,,,
4478,Eyyvah Eyyvah 2,,,,,
4479,Eyyvah Eyyvah 3,,,,,
4480,F the Prom,0,0,92,487702,"Comedy,Drama,"
4481,Face 2 Face,0,0,88,470901,"Drama,"
4482,Fakta Ladh Mhana,10,0,145,86279,
4483,Fall Girls,0,0,140,575179,"Comedy,"
