,title,budget,revenue,runtime,movie_id,genre
1079,Hillbilly Elegy,0.0,0.0,117.0,592984.0,"Drama,"
1080,Notes for My Son,0.0,0.0,83.0,674865.0,"Drama,"
1081,Hard Kill,0.0,111523.0,98.0,724989.0,"Action,Thriller,"
1082,Shawn Mendes: In Wonder,0.0,0.0,83.0,752939.0,"Music,Documentary,"
1083,The Suit,10.0,0.0,5.0,394735.0,"Comedy,Drama,Mystery,"
1084,Dolly Parton’s Christmas on the Square,0.0,0.0,98.0,747349.0,"Comedy,Music,Family,"
1085,Machete Kills,12000000.0,15008161.0,107.0,106747.0,"Action,Crime,Thriller,"
1086,40 Sticks,0.0,0.0,93.0,767800.0,"Thriller,Crime,"
1087,Alien Xmas,0.0,0.0,42.0,656561.0,"Animation,Family,Fantasy,"
1088,If Anything Happens I Love You,0.0,0.0,12.0,713776.0,"Drama,Animation,"
1089,The App That Stole Christmas,10000.0,0.0,63.0,766333.0,"Comedy,Family,Drama,"
1090,Black Friday,0.0,0.0,84.0,765869.0,"Horror,Comedy,Science Fiction,"
1091,Bodyguard,30000000.0,176586701.0,118.0,390043.0,"Action,Comedy,"
1092,Break Ke Baad,2600000.0,427628.0,120.0,50099.0,"Drama,Comedy,Romance,"
1093,Hawaizaada,3500000.0,0.0,157.0,318106.0,"Drama,Fantasy,History,"
1094,My Amnesia Girl,0.0,0.0,110.0,53236.0,"Comedy,Romance,"
1095,Raman Raghav 2.0,521873.0,1013926.0,134.0,393562.0,"Thriller,Crime,"
1096,Singham,3062000.0,25034000.0,143.0,70590.0,"Drama,Action,Crime,"
1097,TE3N,5069632.0,4817642.0,136.0,377213.0,"Mystery,Thriller,Drama,"
1098,The Princess Switch: Switched Again,10000000.0,0.0,97.0,643882.0,"Family,Romance,Comedy,"
1099,Three Words to Forever,0.0,0.0,106.0,565122.0,"Family,Drama,"
1100,Well Done Abba,0.0,0.0,144.0,38302.0,"Comedy,"
1101,Ainu Mosir,0.0,0.0,84.0,583090.0,"Drama,"
1102,Kevin Hart: Zero F**ks Given,0.0,0.0,69.0,762511.0,"Comedy,"
1103,Loving,9000000.0,8996802.0,123.0,339419.0,"Drama,Romance,"
1104,Whose Streets?,0.0,0.0,90.0,433036.0,"Documentary,"
1105,A Very Country Christmas,0.0,0.0,83.0,486982.0,"Drama,TV Movie,Romance,"
1106,Cloudy with a Chance of Meatballs 2,78000000.0,248384621.0,95.0,109451.0,"Animation,Family,Comedy,"
1107,Hometown Holiday,0.0,0.0,84.0,561297.0,"TV Movie,Romance,"
1108,White Christmas,0.0,0.0,120.0,13368.0,"Comedy,Music,Romance,"
1109,Killer Cove,0.0,0.0,88.0,897765.0,"Thriller,TV Movie,"
1110,Fukrey Boyzzz: Space Mein Fukrapanti,10000.0,10000.0,74.0,766900.0,"Animation,"
1111,Jingle Jangle: A Christmas Journey,0.0,0.0,122.0,622855.0,"Family,Fantasy,Music,"
1112,The Beginning of Life 2: Outside,0.0,0.0,92.0,765188.0,"Documentary,"
1113,The Life Ahead,0.0,0.0,94.0,667869.0,"Drama,"
1114,A Very Special Love,0.0,0.0,105.0,52800.0,"Drama,Comedy,Romance,"
1115,First Love,0.0,0.0,95.0,834742.0,"Romance,Drama,"
1116,Fruitvale Station,900000.0,17549645.0,82.0,157354.0,"Drama,"
1117,Ludo,0.0,0.0,90.0,349138.0,"Horror,"
1118,Memories of a Teenager,0.0,0.0,93.0,649058.0,"Drama,"
1119,Prom Night,1500000.0,14796236.0,92.0,36599.0,"Horror,Mystery,Thriller,"
1120,We Are All For The Fatherland,0.0,0.0,74.0,408691.0,"Documentary,"
1121,What We Wanted,0.0,0.0,94.0,754800.0,"Drama,"
1122,Citation,0.0,0.0,151.0,755340.0,"Drama,Thriller,"
1123,Girl's Revenge,0.0,0.0,0.0,271630.0,
1124,The Endless Trench,0.0,0.0,148.0,542928.0,"Drama,History,Thriller,"
1125,The Late Bloomer,0.0,0.0,90.0,413471.0,"Comedy,Drama,Romance,"
1126,A New York Christmas Wedding,0.0,0.0,88.0,739518.0,"Romance,TV Movie,Drama,"
1127,Alone/Together,0.0,0.0,101.0,826113.0,"Drama,Romance,"
1128,Midnight at the Magnolia,0.0,0.0,87.0,734280.0,"Romance,Comedy,TV Movie,"
1129,One More Try,0.0,0.0,100.0,156984.0,"Drama,"
1130,Operation Christmas Drop,0.0,0.0,95.0,738646.0,"Comedy,Family,Romance,"
1131,A Christmas Catch,0.0,0.0,80.0,563737.0,"TV Movie,Romance,"
1132,Christmas with a Prince,0.0,0.0,90.0,566039.0,"Drama,Romance,TV Movie,Comedy,"
