,title,budget,revenue,runtime,movie_id,genre
360,Dennis the Menace,35000000,117270765,94,12139,"Family,Comedy,"
361,Dreamy Eyes,0,0,117,618010,"Drama,Romance,"
362,Dynasty Warriors,38504400,3310000,118,525660,"Action,Adventure,Fantasy,"
363,Hampstead,0,6335171,102,441728,"Comedy,Romance,"
364,Kung Fu Panda,130000000,631744560,90,9502,"Action,Adventure,Animation,Family,Comedy,"
365,Kung Fu Panda 2,150000000,665692281,91,49444,"Animation,Family,"
366,Life as We Know It,38000000,105734416,114,38408,"Comedy,Romance,Drama,"
367,Mary Magdalene,0,11710110,120,407439,"Drama,History,"
368,Memoirs of a Geisha,85000000,162242962,146,1904,"Drama,Romance,History,"
369,Midnight Run,30000000,38413606,126,9013,"Adventure,Comedy,Crime,Action,Thriller,"
370,Mobile Suit Gundam Hathaway,0,0,96,685274,"Animation,Action,Drama,Science Fiction,"
371,Mortal Kombat,20000000,83601013,110,460465,"Action,Fantasy,Adventure,"
372,Mother's Day,25000000,48782670,118,353069,"Comedy,Drama,Romance,"
373,No Strings Attached,25000000,149228077,107,41630,"Comedy,Romance,"
374,Not Another Teen Movie,16000000,66468332,89,11397,"Comedy,"
375,Ophelia,12000000,242115,114,428836,"Drama,Romance,History,"
376,Pet Sematary 2,11500000,57469467,103,8913,"Horror,Drama,"
377,Red Joan,0,0,101,494974,"Thriller,History,"
378,Seven Pounds,55000000,168167691,123,11321,"Drama,"
379,She's Out of My League,20000000,49779728,104,34016,"Romance,Comedy,"
380,Snow Day,13000000,62464731,89,15489,"Comedy,Family,Adventure,"
381,Star Trek,150000000,385680446,127,13475,"Science Fiction,Action,Adventure,"
382,Stuart Little,133000000,300135367,84,10137,"Family,Fantasy,Comedy,Adventure,"
383,Sword of Trust,0,0,88,575942,"Comedy,"
384,Talladega Nights: The Ballad of Ricky Bobby,72500000,162966177,106,9718,"Comedy,"
385,The American,20000000,67876281,104,27579,"Crime,Drama,Thriller,"
386,The Best of Enemies,10000000,0,133,458131,"Drama,History,"
387,The Game,0,0,87,844396,"Science Fiction,Horror,"
388,The Karate Kid,40000000,359126022,140,38575,"Action,Adventure,Drama,Family,"
